"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc"
"해양환경측정망","광양만4_환경관리","1999-11-01 00:00:00","127.82333","34.92083","0","10","저층","31","1","19.4","1","","","","","7.1","1","8.31","2","26.0492","2","52.2028","1","33.0498","1","","","76.6085","2","1.15223","2","17.5094","2","",""
"해양환경측정망","광양만5_환경관리","1999-02-01 00:00:00","127.80111","34.83194","0","0","표층","29.163","1","7.03","1","2.4","1","4.4","2","12.3857","1","8.08","2","2.04847","2","53.1218","1","37.1714","1","2.4","2","67.6192","2","3.74475","2","28.3994","2","",""
"해양환경측정망","광양만5_환경관리","1999-02-01 00:00:00","127.80111","34.83194","0","36","저층","28.3251","1","8.85","1","","","","","11.9571","1","8.09","2","5.68681","2","53.3056","1","5.42793","1","","","39.3718","2","2.96059","2","28.2571","2","",""
"해양환경측정망","광양만5_환경관리","1999-05-01 00:00:00","127.80111","34.83194","0","0","표층","32.14","1","16.9","1","2.4","1","6.2","2","9.35","1","8.17","2","5.62566","2","31.6157","1","12.6867","1","3.2","2","22.4406","2","3.47269","2","4.12823","2","",""
"해양환경측정망","광양만5_환경관리","1999-05-01 00:00:00","127.80111","34.83194","0","42","저층","33.04","1","15.17","1","","","","","8.95","1","8.12","2","4.64728","2","36.5787","1","11.5597","1","","","21.1893","2","2.33647","2","4.98235","2","",""
"해양환경측정망","광양만5_환경관리","1999-08-01 00:00:00","127.80111","34.83194","0","0","표층","26.57","4","25.3","1","6.04784","1","8.6","2","9.98","1","8.16","2","12.4492","2","2.69","1","75.053","1","1.6","2","103.661","2","2.88","2","16.1589","2","",""
"해양환경측정망","광양만5_환경관리","1999-08-01 00:00:00","127.80111","34.83194","0","35","저층","31.5","1","22.82","1","","","","","6.24","1","8.08","2","5.56937","2","2.0175","1","769.293","4","","","787.828","2","3.904","2","12.9658","2","",""
"해양환경측정망","광양만5_환경관리","1999-11-01 00:00:00","127.80111","34.83194","0","0","표층","29.93","1","17.5","1","6.04784","1","3.6","2","7.93","1","8.3","2","34.8852","2","53.1218","1","141.286","1","2.3","2","193.823","2","1.34427","2","17.6518","2","",""
"해양환경측정망","광양만5_환경관리","1999-11-01 00:00:00","127.80111","34.83194","0","42","저층","30.87","1","19.1","1","","","","","5.89","1","8.29","2","24.7346","2","41.174","1","29.2723","1","","","73.1533","2","1.42428","2","19.1465","2","",""
"해양환경측정망","광양만H1_항만","1999-02-01 00:00:00","127.7402778","34.8625","0","0","표층","30.3235","1","6.26","1","3.46667","1","2.4","2","11.7714","1","8.08","2","1.43699","2","56.0628","1","5.95651","1","2.8","2","25.4011","2","3.12062","2","18.0076","2","",""
"해양환경측정망","광양만H1_항만","1999-02-01 00:00:00","127.7402778","34.8625","0","4","저층","30.1315","1","6.27","1","","","","","11.3143","1","8.09","2","1.03952","2","46.6884","1","8.36148","1","","","19.864","2","2.0004","2","10.4629","2","",""
"해양환경측정망","광양만H1_항만","1999-05-01 00:00:00","127.7402778","34.8625","0","0","표층","32.03","1","17.18","1","3.46667","1","10","2","9.3","1","8.12","2","8.31619","2","58.82","1","40.8433","1","2.5","2","66.313","2","1.47229","2","17.1535","2","",""
"해양환경측정망","광양만H1_항만","1999-05-01 00:00:00","127.7402778","34.8625","0","4","저층","32.52","1","15.8","1","","","","","8.76","1","8.07","2","7.24609","2","53.4894","1","36.0377","1","","","57.7326","2","1.87237","2","14.4488","2","",""
"해양환경측정망","광양만H1_항만","1999-08-01 00:00:00","127.7402778","34.8625","0","0","표층","24.99","4","25.9","1","3.44007","1","17.8","2","8.28","1","8.17","2","230.965","2","20.982","1","371.032","1","1","2","619.51","2","2.768","2","17.5136","2","",""
"해양환경측정망","광양만H1_항만","1999-08-01 00:00:00","127.7402778","34.8625","0","4","저층","29.14","1","23.86","1","","","","","5.72","1","8.07","2","7","2","11.836","1","11","1","","","61.8323","2","3.008","2","43.8323","2","",""
"해양환경측정망","광양만H1_항만","1999-11-01 00:00:00","127.7402778","34.8625","0","0","표층","30.18","1","17","1","3.44007","1","6.6","2","5.98","1","8.23","2","52.924","2","104.406","4","85.643","1","1","2","185.686","2","1.80836","2","47.1188","2","",""
"해양환경측정망","광양만H1_항만","1999-11-01 00:00:00","127.7402778","34.8625","0","4","저층","30.39","1","18.1","1","","","","","7.57","1","8.23","2","45.8613","2","83.2671","1","115.767","1","","","197.003","2","1.72835","2","35.3747","2","",""
"해양환경측정망","구룡포연안1_연안","1999-02-01 00:00:00","129.5638889","35.98305556","0","0","표층","33.39","1","11.68","1","","","1.4","2","8.4","1","8.08","2","5.712","2","11.47","1","92.008","1","7","2","106.232","2","0.26","2","8.512","2","",""
"해양환경측정망","구룡포연안1_연안","1999-02-01 00:00:00","129.5638889","35.98305556","0","22","저층","34.4","1","11.37","1","","","","","8.37","1","8.1","2","8.834","2","12.896","1","89.068","1","","","102.074","2","0.5","2","4.172","2","",""
"해양환경측정망","구룡포연안1_연안","1999-05-01 00:00:00","129.5638889","35.98305556","0","0","표층","33.86","1","16.3","1","","","2","2","9.61571","1","8.26","2","7.112","2","7.037","1","9.24","1","4.5","2","36.008","2","0.368","2","19.656","2","",""
"해양환경측정망","구룡포연안1_연안","1999-05-01 00:00:00","129.5638889","35.98305556","0","20","저층","33.87","1","16.37","1","","","","","9.30571","1","8.25","2","8.848","2","5.58","1","10.92","1","","","39.06","2","0.736","2","19.292","2","",""
"해양환경측정망","구룡포연안1_연안","1999-08-01 00:00:00","129.5638889","35.98305556","0","0","표층","32.03","1","24.78","1","","","3.2","2","6.62","1","8.21","2","0.966","2","1.116","1","8.428","1","9.5","2","14.574","2","0.84","2","5.18","2","",""
"해양환경측정망","구룡포연안1_연안","1999-08-01 00:00:00","129.5638889","35.98305556","0","28","저층","32.32","1","24.38","1","","","","","6.24","1","8.18","2","2.394","2","14.198","1","11.928","1","","","25.242","2","0.13","2","10.92","2","",""
"해양환경측정망","구룡포연안1_연안","1999-11-01 00:00:00","129.5638889","35.98305556","0","0","표층","33.39","1","16.6","1","","","1.5","2","8.292","1","8.01","2","7.028","2","29.698","1","62.874","1","6","2","85.414","2","1.67","2","144.718","2","",""
"해양환경측정망","구룡포연안1_연안","1999-11-01 00:00:00","129.5638889","35.98305556","0","22","저층","33.48","1","16.58","1","","","","","8.677","1","8","2","6.79","2","20.491","1","71.274","1","","","95.214","2","0.43","2","133.98","2","",""
"해양환경측정망","구룡포연안2_연안","1999-02-01 00:00:00","129.5880556","35.99777778","0","0","표층","34.38","1","12.29","1","","","1.1","2","8.1","1","8.1","2","5.208","2","6.82","1","85.344","1","10.5","2","100.73","2","0.26","2","10.178","2","",""
"해양환경측정망","구룡포연안2_연안","1999-02-01 00:00:00","129.5880556","35.99777778","0","35","저층","34.36","1","12.21","1","","","","","8.58","1","8.07","2","5.208","2","9.548","1","73.36","1","","","80.528","2","0.4","2","1.96","2","",""
"해양환경측정망","구룡포연안2_연안","1999-05-01 00:00:00","129.5880556","35.99777778","0","0","표층","33.9","1","16.55","1","","","2.1","2","8.92571","1","8.22","2","9.772","2","9.889","1","12.18","1","5","2","51.184","2","0.416","2","29.232","2","",""
"해양환경측정망","구룡포연안2_연안","1999-05-01 00:00:00","129.5880556","35.99777778","0","36","저층","33.95","1","16.42","1","","","","","9.11571","1","8.22","2","6.426","2","8.835","1","13.58","1","","","40.264","2","0.64","2","20.258","2","",""
"해양환경측정망","구룡포연안2_연안","1999-08-01 00:00:00","129.5880556","35.99777778","0","0","표층","31.89","1","24.53","1","","","4.3","2","7.5","1","8.18","2","1.134","2","2.759","1","13.748","1","5.5","2","24.542","2","0.62","2","9.66","2","",""
"해양환경측정망","구룡포연안2_연안","1999-08-01 00:00:00","129.5880556","35.99777778","0","35","저층","33.52","1","22.45","1","","","","","6.79","1","7.9","2","1.708","2","0.651","1","14.322","1","","","28.21","2","0.05","2","12.18","2","",""
"해양환경측정망","구룡포연안2_연안","1999-11-01 00:00:00","129.5880556","35.99777778","0","0","표층","33.41","1","16.69","1","","","1.3","2","7.362","1","7.98","2","8.26","2","23.436","1","61.348","1","6.5","2","91.168","2","1.57","2","15.512","2","",""
"해양환경측정망","구룡포연안2_연안","1999-11-01 00:00:00","129.5880556","35.99777778","0","35","저층","33.52","1","16.6","1","","","","","7.012","1","7.97","2","8.218","2","21.576","1","68.81","1","","","95.074","2","0.32","2","17.15","2","",""
"해양환경측정망","구룡포연안H1_항만","1999-02-01 00:00:00","129.5563889","35.98555556","0","0","표층","34.04","1","9.03","1","","","2.3","2","7.74","1","8","2","8.148","2","33.17","1","121.03","1","2.5","2","198.268","2","0.94","2","69.09","2","",""
"해양환경측정망","구룡포연안H1_항만","1999-02-01 00:00:00","129.5563889","35.98555556","0","8.5","저층","33.88","1","9.04","1","","","","","7.68","1","7.91","2","8.974","2","33.17","1","150.332","1","","","224.812","2","0.768","2","65.506","2","",""
"해양환경측정망","구룡포연안H1_항만","1999-05-01 00:00:00","129.5563889","35.98555556","0","0","표층","33.74","1","16.12","1","","","4.4","2","8.86571","1","8.18","2","10.416","2","14.849","1","70.56","1","3","2","148.414","2","0.736","2","67.438","2","",""
"해양환경측정망","구룡포연안H1_항만","1999-05-01 00:00:00","129.5563889","35.98555556","0","8.5","저층","33.75","1","16.12","1","","","","","8.88571","1","8.2","2","5.04","2","11.16","1","55.02","1","","","137.592","2","0.848","2","77.532","2","",""
"해양환경측정망","구룡포연안H1_항만","1999-08-01 00:00:00","129.5563889","35.98555556","0","0","표층","31.68","1","25.14","1","","","3.5","2","5.08","1","8.11","2","1.652","2","3.007","1","9.45","1","2","2","18.802","2","2.1","2","7.7","2","",""
"해양환경측정망","구룡포연안H1_항만","1999-08-01 00:00:00","129.5563889","35.98555556","0","8.9","저층","32","1","24.95","1","","","","","4.98","1","8.11","2","5.222","2","13.919","1","26.656","1","","","49.378","2","1.28","2","17.5","2","",""
"해양환경측정망","구룡포연안H1_항만","1999-11-01 00:00:00","129.5563889","35.98555556","0","0","표층","33.19","1","15.46","1","","","2.4","2","6.297","1","7.88","2","10.71","2","50.561","1","125.272","1","4.5","2","299.012","2","2.01","2","26.852","2","",""
"해양환경측정망","구룡포연안H1_항만","1999-11-01 00:00:00","129.5563889","35.98555556","0","8.9","저층","32.97","1","15.3","1","","","","","6.612","1","7.85","2","11.368","2","53.94","1","129.22","1","","","283.696","2","0.96","2","26.614","2","",""
"해양환경측정망","군산연안1_연안","1999-02-01 00:00:00","126.7191667","35.99777778","0","0","표층","4.18","1","4.1","1","1.3","1","22.5","2","18.04","4","8.84","2","52","2","12","1","1748","1","0.5","2","2020","2","3.98","2","220","2","",""
"해양환경측정망","군산연안1_연안","1999-02-01 00:00:00","126.7191667","35.99777778","0","6.6","저층","5.61","1","4.4","1","","","","","17.53","1","8.71","2","39","2","7","1","1337","1","","","1595","2","1.06","2","219","2","",""
"해양환경측정망","군산연안1_연안","1999-05-01 00:00:00","126.7191667","35.99777778","0","0","표층","8.34","1","17.5","1","1.3","1","42.82","2","7.23","1","7.47","2","38","2","15","1","687","1","0.5","2","1009","2","2.42","2","284","2","",""
"해양환경측정망","군산연안1_연안","1999-05-01 00:00:00","126.7191667","35.99777778","0","2.3","저층","17.9","1","17.3","1","","","","","8.93","1","7.86","2","50","2","16","1","616","1","","","949","2","3.49","2","284","2","",""
"해양환경측정망","군산연안1_연안","1999-08-01 00:00:00","126.7191667","35.99777778","0","0","표층","19.65","1","24.3","1","","","35.44","2","5.4","1","7.84","2","41","2","70.2","1","477.3","1","0.5","2","808.7","2","1.11","2","290.4","2","",""
"해양환경측정망","군산연안1_연안","1999-08-01 00:00:00","126.7191667","35.99777778","0","7.5","저층","23.33","1","23.8","1","","","","","5.36","1","7.85","2","31.7","2","65.7","1","323.1","1","","","698.1","2","1.16","2","343.3","2","",""
"해양환경측정망","군산연안1_연안","1999-11-01 00:00:00","126.7191667","35.99777778","0","0","표층","11.83","1","14.2","1","","","25.32","2","8.5","1","7.7","2","35.6","2","24","1","933.5","1","1","2","1180.9","2","1.24","2","211.8","2","",""
"해양환경측정망","군산연안1_연안","1999-11-01 00:00:00","126.7191667","35.99777778","0","5","저층","15.57","1","15.1","1","","","","","8.42","1","7.82","2","27.7","2","19.7","1","622.7","1","","","805.3","2","1.42","2","154.8","2","",""
"해양환경측정망","군산연안10_연안","1999-02-01 00:00:00","126.4","35.97916667","0","0","표층","31.51","1","4.8","1","2.2","1","12","2","11.6","1","8.01","2","6","2","17","1","137","1","2","2","142","2","0.62","2","0","2","",""
"해양환경측정망","군산연안10_연안","1999-02-01 00:00:00","126.4","35.97916667","0","17.3","저층","32.16","1","4.3","1","","","","","11.38","1","8.03","2","6","2","25","1","0","1","","","6","2","0.96","2","0","2","",""
"해양환경측정망","군산연안10_연안","1999-05-01 00:00:00","126.4","35.97916667","0","0","표층","29.51","1","16.6","1","2.2","1","25.77","2","9.64","1","8.08","2","7","2","7","1","52","1","4","2","137","2","1.66","2","79","2","",""
"해양환경측정망","군산연안10_연안","1999-05-01 00:00:00","126.4","35.97916667","0","20.3","저층","31.42","1","12.8","1","","","","","9.96","1","8.03","2","3","2","5","1","18","1","","","53","2","1.02","2","32","2","",""
"해양환경측정망","군산연안10_연안","1999-08-01 00:00:00","126.4","35.97916667","0","0","표층","26.73","1","24.4","1","","","39.8","2","7.01","1","7.9","2","23.6","2","29.5","1","215.8","1","3","2","336.4","2","0.93","2","97","2","",""
"해양환경측정망","군산연안10_연안","1999-08-01 00:00:00","126.4","35.97916667","0","18","저층","30.65","1","23.1","1","","","","","7.52","1","7.97","2","14.6","2","40.2","1","59.4","1","","","81.2","2","0.5","2","7.2","2","",""
"해양환경측정망","군산연안10_연안","1999-11-01 00:00:00","126.4","35.97916667","0","0","표층","29.72","1","15.9","1","","","27.12","2","9.41","1","7.92","2","3.8","2","13.6","1","108.1","1","2.5","2","138.5","2","0.84","2","26.6","2","",""
"해양환경측정망","군산연안10_연안","1999-11-01 00:00:00","126.4","35.97916667","0","18","저층","30.83","1","16.2","1","","","","","8.33","1","7.93","2","4.6","2","8.2","1","88","1","","","92.6","2","0.91","2","0","2","",""
"해양환경측정망","군산연안2_연안","1999-02-01 00:00:00","126.6644444","36","0","0","표층","15.34","1","4.1","1","2.36667","1","29.67","2","17.64","1","8.46","2","41","2","12","1","1041","1","0.8","2","1413","2","2.83","2","332","2","",""
"해양환경측정망","군산연안2_연안","1999-02-01 00:00:00","126.6644444","36","0","4.4","저층","20.35","1","4.3","1","","","","","14.38","1","8.12","2","28","2","14","1","816","1","","","1183","2","2.38","2","339","2","",""
"해양환경측정망","군산연안2_연안","1999-05-01 00:00:00","126.6644444","36","0","0","표층","18.8","1","17.5","1","2.36667","1","36.76","2","8.79","1","7.81","2","31","2","12","1","577","1","0.5","2","914","2","2.43","2","306","2","",""
"해양환경측정망","군산연안2_연안","1999-05-01 00:00:00","126.6644444","36","0","5","저층","20.24","1","16.8","1","","","","","8.79","1","7.97","2","43","2","155","4","455","1","","","713","2","2.27","2","216","2","",""
"해양환경측정망","군산연안2_연안","1999-08-01 00:00:00","126.6644444","36","0","0","표층","21.37","1","24.3","1","","","36.14","2","6.06","1","7.82","2","35.4","2","52.3","1","435.4","1","0.5","2","806.8","2","1.28","2","336","2","",""
"해양환경측정망","군산연안2_연안","1999-08-01 00:00:00","126.6644444","36","0","5.9","저층","25.67","1","24","1","","","","","5.58","1","7.83","2","30.4","2","52.1","1","364.8","1","","","675.3","2","1.47","2","280.1","2","",""
"해양환경측정망","군산연안2_연안","1999-11-01 00:00:00","126.6644444","36","0","0","표층","15.13","1","14.6","1","","","22.89","2","10.72","1","7.75","2","30.2","2","10.7","1","873.9","1","1.5","2","1031.7","2","0.98","2","127.6","2","",""
"해양환경측정망","군산연안2_연안","1999-11-01 00:00:00","126.6644444","36","0","5","저층","21.69","1","15.2","1","","","","","8.58","1","7.84","2","24","2","27.8","1","574.8","1","","","682.4","2","1.28","2","83.6","2","",""
"해양환경측정망","군산연안3_연안","1999-02-01 00:00:00","126.6","35.97916667","0","0","표층","19.91","1","4.7","1","12.4","1","26.33","2","14.49","1","8.19","2","28","2","11","1","698","1","1","2","1108","2","1.91","2","382","2","",""
"해양환경측정망","군산연안3_연안","1999-02-01 00:00:00","126.6","35.97916667","0","11.7","저층","24.9","1","4.3","1","","","","","12.55","1","8.07","2","22","2","22","1","548","1","","","896","2","1.75","2","326","2","",""
"해양환경측정망","군산연안3_연안","1999-05-01 00:00:00","126.6","35.97916667","0","0","표층","23.83","1","16.8","1","12.4","1","27","2","9.91","1","7.94","2","26","2","6","1","346","1","1","2","544","2","2.1","2","172","2","",""
"해양환경측정망","군산연안3_연안","1999-05-01 00:00:00","126.6","35.97916667","0","12","저층","26.65","1","15.7","1","","","","","9.57","1","8.02","2","15","2","6","1","190","1","","","270","2","2.06","2","64","2","",""
"해양환경측정망","군산연안3_연안","1999-08-01 00:00:00","126.6","35.97916667","0","0","표층","15.82","1","24.5","1","","","36.04","2","6.14","1","7.88","2","46.9","2","61.1","1","675.1","1","0.5","2","1137.1","2","1.5","2","415.1","2","",""
"해양환경측정망","군산연안3_연안","1999-08-01 00:00:00","126.6","35.97916667","0","13","저층","24.43","1","23.8","1","","","","","5.78","1","7.86","2","29.6","2","51.9","1","370.1","1","","","660.6","2","1.56","2","260.9","2","",""
"해양환경측정망","군산연안3_연안","1999-11-01 00:00:00","126.6","35.97916667","0","0","표층","24.15","1","15.5","1","","","28.54","2","9.33","1","7.79","2","19.5","2","15.9","1","644.1","1","1.3","2","780.6","2","1.16","2","116.9","2","",""
"해양환경측정망","군산연안3_연안","1999-11-01 00:00:00","126.6","35.97916667","0","12","저층","28.07","1","15.7","1","","","","","8.86","1","7.86","2","7.4","2","15.6","1","267.6","1","","","282.4","2","1.1","2","7.4","2","",""
"해양환경측정망","군산연안4_연안","1999-02-01 00:00:00","126.55","35.97916667","0","0","표층","25.2","1","4.4","1","12.4","1","20.67","2","13.32","1","8.08","2","19","2","10","1","623","1","1.1","2","936","2","1.35","2","294","2","",""
"해양환경측정망","군산연안4_연안","1999-02-01 00:00:00","126.55","35.97916667","0","12","저층","26.88","1","4.2","1","","","","","13.76","1","8.06","2","21","2","13","1","323","1","","","539","2","1.4","2","195","2","",""
"해양환경측정망","군산연안4_연안","1999-05-01 00:00:00","126.55","35.97916667","0","0","표층","24.64","1","16.6","1","12.4","1","26.39","2","9.71","1","8","2","26","2","5","1","275","1","1.2","2","434","2","2.03","2","134","2","",""
"해양환경측정망","군산연안4_연안","1999-05-01 00:00:00","126.55","35.97916667","0","15.6","저층","27.18","1","15.6","1","","","","","10.69","1","8.04","2","10","2","5","1","143","1","","","223","2","1.7","2","70","2","",""
"해양환경측정망","군산연안4_연안","1999-08-01 00:00:00","126.55","35.97916667","0","0","표층","12.37","1","24.7","1","","","32.78","2","5.89","1","7.81","2","51.6","2","56.6","1","787","1","0.5","2","1159.3","2","1.5","2","320.7","2","",""
"해양환경측정망","군산연안4_연안","1999-08-01 00:00:00","126.55","35.97916667","0","16","저층","28.48","1","23.7","1","","","","","5.92","1","7.84","2","21.4","2","43.8","1","260.8","1","","","476.7","2","1.33","2","194.5","2","",""
"해양환경측정망","군산연안4_연안","1999-11-01 00:00:00","126.55","35.97916667","0","0","표층","22.67","1","15.2","1","","","33.75","2","8.81","1","7.85","2","15.4","2","18.2","1","409.6","1","1.3","2","462.4","2","1.03","2","37.4","2","",""
"해양환경측정망","군산연안4_연안","1999-11-01 00:00:00","126.55","35.97916667","0","12","저층","28.54","1","15.8","1","","","","","8.67","1","7.89","2","6.4","2","19.1","1","155.3","1","","","165.6","2","1.01","2","3.9","2","",""
"해양환경측정망","군산연안5_연안","1999-02-01 00:00:00","126.5611111","36.01666667","0","0","표층","27.37","1","4.3","1","12.4","1","22.5","2","13.25","1","8.08","2","17","2","22","1","301","1","1.2","2","634","2","1.4","2","315","2","",""
"해양환경측정망","군산연안5_연안","1999-02-01 00:00:00","126.5611111","36.01666667","0","6.3","저층","29.99","1","4.3","1","","","","","12","1","8.05","2","13","2","35","1","298","1","","","466","2","1.76","2","155","2","",""
"해양환경측정망","군산연안5_연안","1999-05-01 00:00:00","126.5611111","36.01666667","0","0","표층","26.31","1","16.3","1","12.4","1","23.52","2","10.54","1","8.02","2","19","2","10","1","196","1","1.2","2","304","2","1.96","2","89","2","",""
"해양환경측정망","군산연안5_연안","1999-05-01 00:00:00","126.5611111","36.01666667","0","11.4","저층","29.3","1","15.2","1","","","","","10.5","1","8.1","2","4","2","4","1","20","1","","","76","2","2.33","2","52","2","",""
"해양환경측정망","군산연안5_연안","1999-08-01 00:00:00","126.5611111","36.01666667","0","0","표층","14.25","1","24.7","1","","","28.26","2","5.84","1","7.72","2","48.8","2","42.4","1","746.5","1","3","2","1116.5","2","1.56","2","321.2","2","",""
"해양환경측정망","군산연안5_연안","1999-08-01 00:00:00","126.5611111","36.01666667","0","10.7","저층","22.62","1","23.7","1","","","","","5.97","1","7.89","2","24.7","2","41.6","1","293.1","1","","","414.1","2","1.47","2","96.3","2","",""
"해양환경측정망","군산연안5_연안","1999-11-01 00:00:00","126.5611111","36.01666667","0","0","표층","25.3","1","15.4","1","","","24.69","2","10.19","1","7.78","2","22.8","2","13.6","1","580.2","1","1","2","625.3","2","1.01","2","22.4","2","",""
"해양환경측정망","군산연안5_연안","1999-11-01 00:00:00","126.5611111","36.01666667","0","11","저층","28.46","1","15.9","1","","","","","9","1","7.87","2","2.7","2","14.5","1","112.6","1","","","115.3","2","1.01","2","0","2","",""
"해양환경측정망","군산연안6_연안","1999-02-01 00:00:00","126.5088889","36.05833333","0","0","표층","28.88","1","4.5","1","12.4","1","23.83","2","12.4","1","8.06","2","12","2","22","1","338","1","1.5","2","525","2","1.06","2","175","2","",""
"해양환경측정망","군산연안6_연안","1999-02-01 00:00:00","126.5088889","36.05833333","0","9.5","저층","31.06","1","4.4","1","","","","","11.71","1","8.04","2","8","2","21","1","150","1","","","201","2","1.48","2","43","2","",""
"해양환경측정망","군산연안6_연안","1999-05-01 00:00:00","126.5088889","36.05833333","0","0","표층","29.58","1","15.3","1","12.4","1","30.42","2","9.77","1","8.04","2","7","2","12","1","73","1","1.6","2","112","2","1.88","2","32","2","",""
"해양환경측정망","군산연안6_연안","1999-05-01 00:00:00","126.5088889","36.05833333","0","15.1","저층","29.63","1","15.2","1","","","","","10.54","1","8.07","2","5","2","3","1","36","1","","","79","2","1.45","2","38","2","",""
"해양환경측정망","군산연안6_연안","1999-08-01 00:00:00","126.5088889","36.05833333","0","0","표층","19.68","1","24.6","1","","","32.35","2","7.82","1","7.77","2","36.4","2","40.1","1","514.5","1","1","2","774.4","2","1.08","2","223.5","2","",""
"해양환경측정망","군산연안6_연안","1999-08-01 00:00:00","126.5088889","36.05833333","0","13.7","저층","28.71","1","23.6","1","","","","","5.89","1","7.88","2","17.3","2","35","1","181.7","1","","","287.7","2","1.1","2","88.7","2","",""
"해양환경측정망","군산연안6_연안","1999-11-01 00:00:00","126.5088889","36.05833333","0","0","표층","26.34","1","15.3","1","","","30.22","2","8.6","1","7.86","2","13.2","2","11.3","1","334.2","1","1.6","2","360.2","2","0.79","2","12.8","2","",""
"해양환경측정망","군산연안6_연안","1999-11-01 00:00:00","126.5088889","36.05833333","0","14","저층","29.99","1","16.1","1","","","","","7.44","1","7.9","2","3.8","2","9.7","1","73.1","1","","","91.9","2","0.79","2","15","2","",""
"해양환경측정망","군산연안7_연안","1999-02-01 00:00:00","126.4888889","36.11666667","0","0","표층","30.4","1","4.4","1","2.1","1","14.83","2","13.54","1","8.05","2","7","2","15","1","222","1","1.5","2","317","2","0.72","2","88","2","",""
"해양환경측정망","군산연안7_연안","1999-02-01 00:00:00","126.4888889","36.11666667","0","10.6","저층","31.3","1","4.6","1","","","","","12.22","1","8.06","2","7","2","20","1","111","1","","","145","2","1.22","2","26","2","",""
"해양환경측정망","군산연안7_연안","1999-05-01 00:00:00","126.4888889","36.11666667","0","0","표층","29.3","1","16","1","2.1","1","19.44","2","10.57","1","8.06","2","7","2","2","1","47","1","2","2","88","2","1.74","2","33","2","",""
"해양환경측정망","군산연안7_연안","1999-05-01 00:00:00","126.4888889","36.11666667","0","16.5","저층","30.3","1","14.7","1","","","","","9.46","1","8.09","2","2","2","2","1","8","1","","","64","2","2.6","2","55","2","",""
"해양환경측정망","군산연안7_연안","1999-08-01 00:00:00","126.4888889","36.11666667","0","0","표층","25.13","1","24.9","1","","","28.15","2","7.26","1","7.93","2","28.8","2","22.9","1","302.3","1","1.8","2","334.2","2","1.27","2","3.1","2","",""
"해양환경측정망","군산연안7_연안","1999-08-01 00:00:00","126.4888889","36.11666667","0","13.9","저층","29.93","1","23.7","1","","","","","7.16","1","7.93","2","11.9","2","34.5","1","89.8","1","","","110.3","2","0.88","2","8.6","2","",""
"해양환경측정망","군산연안7_연안","1999-11-01 00:00:00","126.4888889","36.11666667","0","0","표층","30.27","1","16.1","1","","","30","2","9.39","1","7.88","2","9.2","2","7.9","1","167.7","1","1.6","2","195.6","2","0.97","2","18.7","2","",""
"해양환경측정망","군산연안7_연안","1999-11-01 00:00:00","126.4888889","36.11666667","0","14","저층","30.34","1","16.8","1","","","","","8.55","1","7.92","2","1.8","2","9.2","1","14.9","1","","","16.7","2","1.11","2","0","2","",""
"해양환경측정망","군산연안8_연안","1999-02-01 00:00:00","126.5","35.97916667","0","0","표층","30.97","1","4.5","1","3.3","1","12","2","12.62","1","8.04","2","3","2","12","1","73","1","2.5","2","85","2","0.63","2","9","2","",""
"해양환경측정망","군산연안8_연안","1999-02-01 00:00:00","126.5","35.97916667","0","13.2","저층","31.36","1","4.6","1","","","","","12.95","1","8.05","2","7","2","16","1","47","1","","","54","2","1.27","2","0","2","",""
"해양환경측정망","군산연안8_연안","1999-05-01 00:00:00","126.5","35.97916667","0","0","표층","29.08","1","16.1","1","3.3","1","18.33","2","9.99","1","8.08","2","8","2","1","1","76","1","2","2","110","2","1.62","2","26","2","",""
"해양환경측정망","군산연안8_연안","1999-05-01 00:00:00","126.5","35.97916667","0","15.6","저층","30.52","1","14.5","1","","","","","9.24","1","8.13","2","3","2","3","1","95","1","","","168","2","1.31","2","70","2","",""
"해양환경측정망","군산연안8_연안","1999-08-01 00:00:00","126.5","35.97916667","0","0","표층","26.07","1","25","1","","","23.33","2","7.67","1","7.95","2","23.4","2","27.4","1","210.4","1","1.3","2","245.2","2","1.56","2","11.4","2","",""
"해양환경측정망","군산연안8_연안","1999-08-01 00:00:00","126.5","35.97916667","0","14.1","저층","30.44","1","23.1","1","","","","","7.71","1","7.95","2","10.3","2","23.7","1","40.4","1","","","50.7","2","0.64","2","0","2","",""
"해양환경측정망","군산연안8_연안","1999-11-01 00:00:00","126.5","35.97916667","0","0","표층","28.66","1","15.1","1","","","28.94","2","11.56","1","7.89","2","7.9","2","14.3","1","148.6","1","2","2","203","2","0.8","2","46.5","2","",""
"해양환경측정망","군산연안8_연안","1999-11-01 00:00:00","126.5","35.97916667","0","13","저층","30.38","1","16.2","1","","","","","9.73","1","7.91","2","2.4","2","8.8","1","0.7","1","","","16.2","2","0.88","2","13","2","",""
