station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L]
낙동강하구3_환경관리,2009-02-01,128.90833,35.0,0,24.5,저층,313.078,34.2841,10.58,1.50967,2.7,8.53997,8.21,359.261,7.13198,21.9958,116.97,,145.741,0.854289,21.6387,,22.3242
낙동강하구3_환경관리,2009-05-01,128.90833,35.0,0,0.0,표층,238.743,33.89,14.84,6.27783,3.05,9.57826,8.11,117.097,-0.054334,10.633,5.69826,3.5,43.7153,1.40919,38.0714,,14.4822
낙동강하구3_환경관리,2009-05-01,128.90833,35.0,0,23.0,저층,197.053,34.02,13.16,3.44533,7.0,7.9873,7.97,285.34,3.71262,,34.1611,,77.1644,1.07668,39.2907,,19.9089
낙동강하구3_환경관리,2009-08-01,128.90833,35.0,0,0.0,표층,198.813,29.6474,23.414,16.143,22.55,6.09463,8.2,185.377,2.16308,0.766336,49.2541,3.0,55.872,2.63693,4.45478,,20.0355
낙동강하구3_환경관리,2009-08-01,128.90833,35.0,0,18.0,저층,103.088,31.2081,22.386,4.21511,8.15,7.49366,8.1,248.211,4.08587,3.50282,19.9074,,36.5329,2.11896,12.5396,,11.913
낙동강하구3_환경관리,2009-11-01,128.90833,35.0,0,0.0,표층,226.731,32.7079,17.1802,3.18376,3.0,6.75404,7.59,298.234,4.90361,11.6485,64.2991,2.2,76.7347,1.62573,7.53197,,33.1516
낙동강하구3_환경관리,2009-11-01,128.90833,35.0,0,25.0,저층,220.006,33.7202,16.0274,0.575468,6.8,5.69178,7.48,462.124,5.66929,4.70604,133.233,,145.426,1.5163,6.52342,,35.541
낙동강하구4_환경관리,2009-02-01,128.86528,34.99583,0,0.0,표층,336.485,34.2849,11.46,1.95061,2.9,8.64846,8.2,372.427,6.67934,8.54183,177.252,3.0,229.881,1.08297,45.9492,,9.52508
낙동강하구4_환경관리,2009-02-01,128.86528,34.99583,0,27.0,저층,189.818,34.486,12.72,1.20325,2.5,8.36948,8.19,419.211,5.83065,14.8203,122.378,,147.747,0.903292,19.5387,,16.3629
낙동강하구4_환경관리,2009-05-01,128.86528,34.99583,0,0.0,표층,165.336,33.78,15.68,5.58278,4.7,9.54579,8.14,117.097,-0.229541,16.2533,40.9554,3.0,76.8751,1.55169,36.1492,,18.632
낙동강하구4_환경관리,2009-05-01,128.86528,34.99583,0,25.5,저층,199.178,34.07,13.11,1.71146,9.0,7.95483,7.97,228.985,4.32585,6.8355,29.02,,65.6506,0.997517,32.3048,,13.8437
낙동강하구4_환경관리,2009-08-01,128.86528,34.99583,0,0.0,표층,143.587,30.0037,23.7139,14.4241,5.9,7.71879,8.24,175.456,0.484019,2.74269,10.8896,3.0,13.9947,3.21768,2.6211,,11.191
낙동강하구4_환경관리,2009-08-01,128.86528,34.99583,0,31.0,저층,149.11,31.2262,22.4296,5.62015,19.85,5.91774,8.08,272.123,5.00665,0.158227,19.3453,,32.5574,2.43288,8.20548,,14.2595
낙동강하구4_환경관리,2009-11-01,128.86528,34.99583,0,0.0,표층,230.574,32.9772,17.3702,5.29131,3.6,7.27724,7.69,391.198,6.93559,14.117,87.5572,2.2,99.8396,1.93837,5.34677,,33.1516
낙동강하구4_환경관리,2009-11-01,128.86528,34.99583,0,26.0,저층,199.831,33.7717,16.1153,0.777255,7.6,6.24669,7.61,519.878,7.52457,31.2418,154.777,,167.228,1.40688,4.92654,,34.2544
남해도남안1_연안,2009-02-01,127.8844444,34.53805556,0,0.0,표층,433.2,33.99,12.37,0.85,14.0,10.17,8.24,287.0,3.0,17.0,153.0,3.1,177.0,0.48,21.0,,23.0
남해도남안1_연안,2009-02-01,127.8844444,34.53805556,0,22.0,저층,493.2,33.91,11.39,0.53,14.8,11.12,8.21,317.0,6.0,18.0,159.0,,193.0,0.18,28.0,,27.0
남해도남안1_연안,2009-05-01,127.8844444,34.53805556,0,0.0,표층,479.0,33.93,14.52,1.37,21.6,9.13,8.12,228.0,5.0,10.0,64.0,5.5,85.0,0.38,16.0,,19.0
남해도남안1_연안,2009-05-01,127.8844444,34.53805556,0,22.0,저층,511.0,33.77,13.0,1.04,28.0,8.17,8.12,249.0,8.0,13.0,104.0,,126.0,1.09,14.0,,23.0
남해도남안1_연안,2009-08-01,127.8844444,34.53805556,0,0.0,표층,428.0,30.09,24.9,4.7,10.8,8.59,8.34,53.0,1.0,6.0,49.0,4.5,59.0,1.41,9.0,,16.0
남해도남안1_연안,2009-08-01,127.8844444,34.53805556,0,24.0,저층,459.0,31.57,23.83,1.08,21.2,6.24,8.19,423.0,13.0,7.0,21.0,,50.0,0.62,16.0,,14.0
남해도남안1_연안,2009-11-01,127.8844444,34.53805556,0,0.0,표층,365.0,32.19,14.66,0.58,12.0,7.88,7.93,439.0,18.0,16.0,159.0,2.9,184.0,0.48,7.0,,26.0
남해도남안1_연안,2009-11-01,127.8844444,34.53805556,0,26.0,저층,251.0,32.31,14.52,1.05,8.8,7.92,7.96,453.0,20.0,17.0,142.0,,170.0,0.38,8.0,,26.0
남해도남안2_연안,2009-02-01,127.9327778,34.63777778,0,0.0,표층,450.6,33.73,9.53,0.93,12.4,11.44,8.26,261.0,4.0,14.0,120.0,3.5,157.0,0.34,33.0,,22.0
남해도남안2_연안,2009-02-01,127.9327778,34.63777778,0,22.0,저층,456.0,33.67,8.47,3.86,12.4,12.97,8.28,174.0,3.0,11.0,75.0,,112.0,0.45,34.0,,25.0
남해도남안2_연안,2009-05-01,127.9327778,34.63777778,0,0.0,표층,390.0,33.83,16.26,0.97,24.8,8.63,8.12,43.0,2.0,3.0,37.0,8.9,59.0,0.4,20.0,,15.0
남해도남안2_연안,2009-05-01,127.9327778,34.63777778,0,24.0,저층,621.0,33.83,13.42,1.34,25.2,7.92,8.05,258.0,7.0,10.0,103.0,,122.0,0.69,12.0,,25.0
남해도남안2_연안,2009-08-01,127.9327778,34.63777778,0,0.0,표층,260.0,30.32,24.97,4.62,17.6,8.5,8.31,104.0,0.0,3.0,19.0,3.2,30.0,1.6,11.0,,17.0
남해도남안2_연안,2009-08-01,127.9327778,34.63777778,0,23.0,저층,338.0,31.35,23.18,1.04,14.8,6.07,8.08,466.0,11.0,8.0,22.0,,52.0,0.78,19.0,,13.0
남해도남안2_연안,2009-11-01,127.9327778,34.63777778,0,0.0,표층,217.0,32.48,14.29,1.64,12.4,8.13,8.04,345.0,11.0,11.0,115.0,3.9,151.0,0.54,25.0,,26.0
남해도남안2_연안,2009-11-01,127.9327778,34.63777778,0,25.0,저층,211.0,32.53,14.2,5.89,12.4,8.09,8.06,371.0,10.0,10.0,99.0,,125.0,0.58,16.0,,25.0
남해도남안3_연안,2009-02-01,128.0666667,34.61611111,0,0.0,표층,414.6,33.78,10.3,0.57,11.6,11.34,8.26,279.0,5.0,18.0,135.0,6.5,175.0,0.4,35.0,,22.0
남해도남안3_연안,2009-02-01,128.0666667,34.61611111,0,33.0,저층,461.4,33.67,8.28,3.18,12.0,13.47,8.29,199.0,4.0,17.0,103.0,,145.0,0.45,38.0,,28.0
남해도남안3_연안,2009-05-01,128.0666667,34.61611111,0,0.0,표층,513.0,34.05,16.7,0.5,16.4,8.88,8.17,23.0,2.0,4.0,30.0,9.5,45.0,0.69,13.0,,17.0
남해도남안3_연안,2009-05-01,128.0666667,34.61611111,0,34.0,저층,429.0,33.95,13.52,2.71,28.8,8.04,8.12,127.0,2.0,8.0,43.0,,61.0,0.66,16.0,,20.0
남해도남안3_연안,2009-08-01,128.0666667,34.61611111,0,0.0,표층,311.0,30.9,24.83,2.84,17.6,7.71,8.26,195.0,1.0,8.0,16.0,4.7,27.0,1.47,10.0,,12.0
남해도남안3_연안,2009-08-01,128.0666667,34.61611111,0,15.0,저층,298.0,31.36,22.95,2.56,11.2,6.24,8.09,374.0,11.0,8.0,40.0,,62.0,0.75,11.0,,13.0
남해도남안3_연안,2009-11-01,128.0666667,34.61611111,0,0.0,표층,182.0,32.37,14.43,1.01,13.2,7.62,7.99,412.0,11.0,11.0,133.0,2.8,155.0,0.46,11.0,,25.0
남해도남안3_연안,2009-11-01,128.0666667,34.61611111,0,35.0,저층,207.0,32.43,14.38,2.97,14.4,7.58,7.98,411.0,11.0,15.0,100.0,,123.0,0.48,12.0,,29.0
남해도남안4_연안,2009-02-01,127.9908333,34.71361111,0,0.0,표층,449.4,33.71,9.7,1.07,11.6,9.86,8.31,238.0,4.0,16.0,112.0,5.2,151.0,0.67,35.0,,21.0
남해도남안4_연안,2009-02-01,127.9908333,34.71361111,0,8.0,저층,423.0,33.71,9.42,1.48,12.4,11.07,8.28,241.0,2.0,12.0,76.0,,109.0,0.48,31.0,,21.0
남해도남안4_연안,2009-05-01,127.9908333,34.71361111,0,0.0,표층,355.0,33.95,15.31,0.81,21.2,8.3,8.13,67.0,1.0,4.0,34.0,5.0,48.0,1.38,13.0,,17.0
남해도남안4_연안,2009-05-01,127.9908333,34.71361111,0,8.0,저층,393.0,33.97,14.83,2.68,30.0,8.25,8.13,65.0,1.0,3.0,33.0,,45.0,0.78,11.0,,27.0
남해도남안4_연안,2009-08-01,127.9908333,34.71361111,0,0.0,표층,503.0,30.81,24.54,6.68,20.8,7.04,8.19,440.0,6.0,3.0,21.0,2.8,38.0,1.36,11.0,,17.0
남해도남안4_연안,2009-08-01,127.9908333,34.71361111,0,8.0,저층,520.0,31.06,23.9,1.61,10.8,6.03,8.15,509.0,15.0,12.0,41.0,,72.0,1.23,16.0,,20.0
남해도남안4_연안,2009-11-01,127.9908333,34.71361111,0,0.0,표층,267.0,32.47,14.0,1.24,14.8,7.67,7.69,422.0,10.0,16.0,108.0,5.5,130.0,0.53,12.0,,27.0
남해도남안4_연안,2009-11-01,127.9908333,34.71361111,0,8.0,저층,243.0,32.59,13.92,1.13,9.6,7.71,7.67,414.0,10.0,10.0,80.0,,100.0,0.54,10.0,,29.0
남해도남안5_연안,2009-02-01,127.7819444,34.55888889,0,0.0,표층,468.6,33.81,9.95,1.46,13.2,9.45,8.25,243.0,4.0,17.0,107.0,2.2,147.0,0.42,36.0,,24.0
남해도남안5_연안,2009-02-01,127.7819444,34.55888889,0,31.0,저층,406.8,33.8,9.49,1.68,14.8,10.32,8.24,240.0,4.0,14.0,120.0,,161.0,0.26,37.0,,26.0
남해도남안5_연안,2009-05-01,127.7819444,34.55888889,0,0.0,표층,436.0,34.07,14.77,1.91,19.6,7.92,8.09,215.0,6.0,9.0,88.0,2.5,107.0,0.64,13.0,,30.0
남해도남안5_연안,2009-05-01,127.7819444,34.55888889,0,27.0,저층,469.0,33.81,14.26,1.69,114.4,8.38,8.09,216.0,6.0,12.0,87.0,,112.0,0.5,19.0,,23.0
남해도남안5_연안,2009-08-01,127.7819444,34.55888889,0,0.0,표층,256.0,30.02,24.95,6.43,19.2,8.09,8.29,101.0,0.0,2.0,21.0,3.0,31.0,1.65,10.0,,21.0
남해도남안5_연안,2009-08-01,127.7819444,34.55888889,0,28.0,저층,334.0,31.19,23.95,1.54,8.8,6.12,8.17,440.0,13.0,11.0,60.0,,92.0,0.98,19.0,,25.0
남해도남안5_연안,2009-11-01,127.7819444,34.55888889,0,0.0,표층,252.0,32.68,14.11,0.88,13.2,7.58,8.06,406.0,12.0,16.0,143.0,2.6,164.0,0.4,9.0,,29.0
남해도남안5_연안,2009-11-01,127.7819444,34.55888889,0,32.0,저층,250.0,32.73,14.06,1.27,10.0,7.54,8.07,416.0,13.0,18.0,146.0,,169.0,0.46,10.0,,30.0
대산연안1_연안,2009-02-01,126.4755556,37.05222222,0,0.0,표층,255.7,31.84,4.35,2.5872,22.6,9.9,8.11,314.0,2.2,20.0,127.8,1.7,138.0,0.912603,8.0,,64.7692
대산연안1_연안,2009-02-01,126.4755556,37.05222222,0,6.6,저층,249.0,31.83,4.29,6.3452,25.4,9.82,8.1,305.0,2.0,19.0,130.0,,139.0,0.892619,7.0,,59.2784
대산연안1_연안,2009-05-01,126.4755556,37.05222222,0,0.0,표층,227.582,31.75,11.36,1.86408,8.2,9.32,8.06,192.0,5.0,10.0,143.0,1.8,173.0,0.8756,25.0,,62.4
대산연안1_연안,2009-05-01,126.4755556,37.05222222,0,3.6,저층,189.503,31.75,11.35,2.3748,10.6,9.28,8.06,192.0,2.0,14.0,150.0,,160.0,0.8557,8.0,,66.9
대산연안1_연안,2009-08-01,126.4755556,37.05222222,0,0.0,표층,442.0,30.91,23.17,1.79236,6.2,9.39,8.25,2.0,2.0,6.0,5.0,2.1,8.0,1.39373,1.0,,24.0
대산연안1_연안,2009-08-01,126.4755556,37.05222222,0,11.0,저층,442.0,30.76,23.02,3.75656,9.6,9.09,8.23,1.0,2.0,6.0,4.0,,7.0,1.20217,1.0,,24.0
대산연안1_연안,2009-11-01,126.4755556,37.05222222,0,0.0,표층,350.0,31.44,17.02,0.05028,22.8,7.68,8.01,49.0,8.0,30.0,172.0,1.0,199.0,1.43285,19.0,,43.0
대산연안1_연안,2009-11-01,126.4755556,37.05222222,0,6.0,저층,215.0,31.45,17.02,0.44112,24.2,7.63,7.99,30.0,6.0,24.0,142.0,,163.0,0.7448,15.0,,53.0
대산연안2_연안,2009-02-01,126.3788889,37.04472222,0,0.0,표층,240.6,31.96,4.49,1.03648,17.4,10.14,8.01,231.0,0.8,20.0,78.2,0.5,90.0,0.692779,11.0,,63.4245
대산연안2_연안,2009-02-01,126.3788889,37.04472222,0,38.0,저층,271.6,31.96,4.42,2.0806,47.0,9.99,7.98,435.0,1.9,26.0,159.1,,170.0,1.21236,9.0,,57.4854
대산연안2_연안,2009-05-01,126.3788889,37.04472222,0,0.0,표층,196.259,31.96,9.93,1.85684,12.8,9.36,8.04,234.0,2.0,14.0,159.0,1.3,176.0,1.2736,15.0,,86.3
대산연안2_연안,2009-05-01,126.3788889,37.04472222,0,34.0,저층,216.862,31.97,9.82,2.35192,20.2,9.37,8.03,238.0,5.0,20.0,171.0,,185.0,0.8557,9.0,,67.8
대산연안2_연안,2009-08-01,126.3788889,37.04472222,0,0.0,표층,480.0,31.46,22.44,1.6574,6.0,8.57,8.21,0.0,1.0,6.0,2.0,3.2,4.0,1.2352,1.0,,27.0
대산연안2_연안,2009-08-01,126.3788889,37.04472222,0,18.0,저층,480.0,31.6,22.18,4.0108,19.0,8.04,8.18,0.0,1.0,6.0,1.0,,3.0,1.00401,1.0,,27.0
대산연안2_연안,2009-11-01,126.3788889,37.04472222,0,0.0,표층,392.0,31.74,17.4,0.23632,33.6,7.64,8.02,31.0,5.0,15.0,113.0,1.0,135.0,0.751893,17.0,,49.0
대산연안2_연안,2009-11-01,126.3788889,37.04472222,0,26.0,저층,202.0,31.84,17.38,0.80248,35.8,7.6,8.01,19.0,6.0,18.0,107.0,,133.0,0.72352,20.0,,45.0
대산연안3_연안,2009-02-01,126.3736111,37.07916667,0,0.0,표층,252.4,31.85,4.37,2.58864,14.4,10.38,8.04,347.0,1.6,21.0,143.4,1.1,157.0,0.712763,12.0,,65.2174
대산연안3_연안,2009-02-01,126.3736111,37.07916667,0,34.0,저층,257.4,31.85,4.3,4.08516,36.4,10.15,8.02,296.0,1.6,19.0,119.4,,131.0,0.892619,10.0,,59.3904
대산연안3_연안,2009-05-01,126.3736111,37.07916667,0,0.0,표층,216.974,31.87,10.44,1.62116,11.0,9.38,8.05,128.0,3.0,19.0,97.0,1.3,105.0,0.7562,5.0,,66.6
대산연안3_연안,2009-05-01,126.3736111,37.07916667,0,34.0,저층,193.467,31.88,10.29,2.67392,27.0,9.3,8.05,167.0,4.0,12.0,125.0,,145.0,1.3333,16.0,,71.0
대산연안3_연안,2009-08-01,126.3736111,37.07916667,0,0.0,표층,506.0,31.18,23.01,8.35156,5.6,9.35,8.25,0.0,1.0,6.0,3.0,2.3,5.0,1.71078,1.0,,27.0
대산연안3_연안,2009-08-01,126.3736111,37.07916667,0,36.0,저층,506.0,31.26,22.08,1.44216,11.2,8.08,8.16,9.0,4.0,3.0,11.0,,16.0,0.964379,1.0,,27.0
대산연안3_연안,2009-11-01,126.3736111,37.07916667,0,0.0,표층,323.0,31.47,17.15,0.03564,36.4,7.73,8.02,41.0,5.0,18.0,147.0,1.1,161.0,1.02853,9.0,,40.0
대산연안3_연안,2009-11-01,126.3736111,37.07916667,0,25.0,저층,190.0,31.6,17.16,0.1976,34.4,7.61,8.0,27.0,6.0,24.0,143.0,,159.0,0.9576,10.0,,43.0
대산연안4_연안,2009-02-01,126.2077778,37.07444444,0,0.0,표층,298.0,31.98,4.16,1.01692,14.8,10.24,8.11,442.0,0.9,27.0,169.1,1.0,172.0,0.812683,2.0,,60.7351
대산연안4_연안,2009-02-01,126.2077778,37.07444444,0,33.0,저층,288.8,31.98,4.11,1.43144,40.8,9.97,8.03,449.0,0.5,26.0,170.5,,173.0,0.712763,2.0,,71.0444
대산연안4_연안,2009-05-01,126.2077778,37.07444444,0,0.0,표층,255.891,31.94,9.67,2.29072,39.4,9.14,8.07,185.0,5.0,14.0,150.0,0.5,166.0,1.1144,11.0,,76.6
대산연안4_연안,2009-05-01,126.2077778,37.07444444,0,42.0,저층,229.09,31.93,9.63,2.39456,33.4,9.02,8.06,186.0,5.0,18.0,154.0,,173.0,0.9154,14.0,,72.4
대산연안4_연안,2009-08-01,126.2077778,37.07444444,0,0.0,표층,462.0,31.33,21.98,1.2734,10.0,7.72,8.16,11.0,6.0,5.0,26.0,3.6,33.0,1.07667,1.0,,21.0
대산연안4_연안,2009-08-01,126.2077778,37.07444444,0,40.0,저층,462.0,31.32,21.96,0.55648,13.4,7.61,8.15,13.0,7.0,6.0,31.0,,39.0,0.819061,1.0,,21.0
대산연안4_연안,2009-11-01,126.2077778,37.07444444,0,0.0,표층,310.0,31.75,17.49,0.68996,23.6,7.62,8.02,35.0,3.0,20.0,133.0,1.1,148.0,0.773173,12.0,,38.0
대산연안4_연안,2009-11-01,126.2077778,37.07444444,0,40.0,저층,347.0,31.7,17.54,0.28104,33.8,7.56,8.01,25.0,5.0,22.0,131.0,,151.0,1.064,15.0,,42.0
대정연안1_연안,2009-02-01,126.2516667,33.2025,0,0.0,표층,256.131,34.2563,15.2713,0.59525,1.66667,8.13277,8.04,535.266,2.53102,11.7635,112.834,10.0,166.204,0.468937,50.8394,,19.7829
대정연안1_연안,2009-02-01,126.2516667,33.2025,0,20.0,저층,247.416,34.2522,15.2866,0.61845,1.9,8.30805,8.04,481.519,2.03716,11.6127,113.328,,126.952,0.437145,11.5867,,19.4391
대정연안1_연안,2009-05-01,126.2516667,33.2025,0,0.0,표층,246.821,34.1372,16.1452,0.32569,3.7,8.5,8.1,142.018,0.0995025,2.28596,28.3528,9.0,40.8917,0.606106,12.4394,,14.0437
대정연안1_연안,2009-05-01,126.2516667,33.2025,0,19.0,저층,249.302,34.14,15.99,0.33556,3.1,8.28,8.05,175.413,0.13267,2.46738,9.99417,,16.4094,0.526355,6.28252,,12.955
대정연안1_연안,2009-08-01,126.2516667,33.2025,0,0.0,표층,382.064,31.6821,22.8124,1.73612,1.1,6.96427,8.0,388.75,1.49791,2.52141,61.2305,7.0,74.1699,1.07536,11.4415,,9.9199
대정연안1_연안,2009-08-01,126.2516667,33.2025,0,19.5,저층,372.14,32.2678,22.1502,1.30809,1.3,7.08104,8.1,367.764,2.23273,2.52141,50.5868,,81.6434,0.850658,28.8239,,9.9199
대정연안1_연안,2009-11-01,126.2516667,33.2025,0,0.0,표층,404.687,34.0822,19.8638,1.65417,1.8,8.45634,8.16,398.244,5.92599,2.22951,67.5023,11.0,110.859,0.182206,37.4308,,17.2706
대정연안1_연안,2009-11-01,126.2516667,33.2025,0,18.0,저층,269.792,34.0747,19.8272,1.5885,0.9,8.27347,8.17,461.204,7.81417,2.83756,80.64,,115.996,0.340646,27.5414,,15.875
대정연안2_연안,2009-02-01,126.3275,33.22,0,0.0,표층,193.427,34.2479,15.3983,0.5851,1.8,8.25127,8.04,532.623,2.19149,12.3668,118.482,11.5,134.861,0.453041,14.1878,,19.0954
대정연안2_연안,2009-02-01,126.3275,33.22,0,30.0,저층,181.736,34.2511,15.3072,0.60395,2.1,8.38187,8.04,483.722,2.53102,11.9143,121.423,,137.353,1.37502,13.3995,,18.0641
대정연안2_연안,2009-05-01,126.3275,33.22,0,0.0,표층,230.695,34.218,16.2769,0.31671,2.6,8.54,8.09,183.853,0.232172,3.55593,11.8866,11.0,20.0347,0.590156,7.91597,,12.955
대정연안2_연안,2009-05-01,126.3275,33.22,0,32.0,저층,245.89,34.18,16.08,0.33729,2.6,8.0,7.96,163.303,0.199005,3.91878,17.4174,,28.4223,0.319003,10.8059,,13.3179
대정연안2_연안,2009-08-01,126.3275,33.22,0,0.0,표층,330.24,32.0241,24.8868,1.79847,1.4,7.21874,8.21,158.398,0.876136,2.06297,12.0178,6.2,32.4766,1.08339,19.5826,,7.18463
대정연안2_연안,2009-08-01,126.3275,33.22,0,29.6,저층,423.413,33.2655,18.3272,1.24111,2.5,6.48104,8.06,609.108,2.99582,3.5911,118.854,,132.081,0.617931,10.2314,,16.3022
대정연안2_연안,2009-11-01,126.3275,33.22,0,0.0,표층,354.846,34.1639,20.358,2.3548,2.2,8.8466,8.17,449.711,7.69798,2.29708,72.5818,10.5,120.05,0.641681,39.7702,,9.9437
대정연안2_연안,2009-11-01,126.3275,33.22,0,27.0,저층,225.007,34.144,19.9973,1.21571,1.9,8.0848,8.16,445.214,7.08795,2.90512,85.4771,,108.303,0.023766,15.7379,,14.4794
대정연안3_연안,2009-02-01,126.2027778,33.23777778,0,0.0,표층,201.291,34.2741,15.2586,0.59525,2.1,8.37966,8.04,522.931,2.40756,11.4619,109.893,10.0,154.47,1.20016,42.1692,,19.4391
대정연안3_연안,2009-02-01,126.2027778,33.23777778,0,30.0,저층,210.218,34.259,15.2446,0.60554,2.6,8.27438,8.04,517.203,2.68535,11.7635,113.327,,137.688,1.16837,21.6757,,20.6423
대정연안3_연안,2009-05-01,126.2027778,33.23777778,0,0.0,표층,364.664,34.1,16.0648,0.327,3.6,8.2,8.09,169.174,0.298507,2.46738,10.8641,13.0,14.3039,0.574206,3.14126,,12.7736
대정연안3_연안,2009-05-01,126.2027778,33.23777778,0,26.0,저층,233.176,34.1,15.8,0.34716,3.6,7.95,8.03,252.477,0.13267,2.46738,40.8288,,47.4953,0.382804,6.53382,,9.50763
대정연안3_연안,2009-08-01,126.2027778,33.23777778,0,0.0,표층,424.515,32.0152,22.0898,1.3761,1.7,6.89189,8.12,560.14,1.83706,2.97985,117.65,7.5,140.499,0.778433,21.0128,,12.8375
대정연안3_연안,2009-08-01,126.2027778,33.23777778,0,23.4,저층,555.729,33.0074,18.032,1.07291,1.0,6.36948,7.96,613.106,1.5827,3.74391,142.033,,156.598,0.730282,12.9817,,17.3963
대정연안3_연안,2009-11-01,126.2027778,33.23777778,0,0.0,표층,209.657,34.1761,20.3995,1.78336,0.9,8.73668,8.17,463.702,8.27896,2.49976,69.8745,10.0,98.9956,0.213894,20.8421,,14.6539
대정연안3_연안,2009-11-01,126.2027778,33.23777778,0,27.0,저층,237.106,34.1691,20.3045,1.35837,1.3,7.83058,8.16,464.202,7.98847,3.24293,77.6779,,105.339,0.134674,19.6724,,15.0028
도암만1_환경관리,2009-02-01,126.86472,34.42778,0,0.0,표층,525.6,32.74,9.82,1.12,39.2,10.54,8.21,351.0,6.0,7.0,74.0,0.5,88.0,0.73,8.0,,42.0
도암만1_환경관리,2009-02-01,126.86472,34.42778,0,31.0,저층,433.8,32.72,9.73,1.88,79.6,10.77,8.16,364.0,2.0,6.0,125.0,,135.0,0.77,8.0,,72.0
도암만1_환경관리,2009-05-01,126.86472,34.42778,0,0.0,표층,484.0,32.87,15.95,1.4,30.0,8.88,8.03,308.0,1.0,10.0,111.0,2.1,128.0,0.66,16.0,,27.0
도암만1_환경관리,2009-05-01,126.86472,34.42778,0,23.0,저층,442.0,32.8,15.17,2.56,20.4,8.88,8.04,292.0,1.0,14.0,103.0,,126.0,0.35,22.0,,28.0
도암만1_환경관리,2009-08-01,126.86472,34.42778,0,0.0,표층,648.0,31.0,22.5,3.87,10.0,7.71,7.96,377.0,5.0,2.0,34.0,2.5,50.0,0.8,11.0,,23.0
도암만1_환경관리,2009-08-01,126.86472,34.42778,0,29.5,저층,615.0,31.12,22.16,3.26,11.2,7.75,7.91,379.0,6.0,1.0,34.0,,49.0,0.78,9.0,,27.0
도암만1_환경관리,2009-11-01,126.86472,34.42778,0,0.0,표층,258.0,32.6,16.3,0.85,14.4,7.5,7.87,456.0,10.0,15.0,143.0,0.9,162.0,0.51,9.0,,38.0
도암만1_환경관리,2009-11-01,126.86472,34.42778,0,24.8,저층,272.0,32.66,16.25,1.19,17.2,7.24,7.89,468.0,9.0,13.0,116.0,,136.0,0.82,11.0,,45.0
도암만2_환경관리,2009-02-01,126.77222,34.45694,0,0.0,표층,409.8,32.68,9.24,1.53,32.0,11.04,8.25,302.0,3.0,5.0,100.0,0.7,111.0,0.71,8.0,,71.0
도암만2_환경관리,2009-02-01,126.77222,34.45694,0,11.0,저층,429.0,32.66,9.2,1.44,37.2,11.13,8.24,310.0,2.0,10.0,80.0,,90.0,0.87,8.0,,30.0
도암만2_환경관리,2009-05-01,126.77222,34.45694,0,0.0,표층,461.0,32.75,16.86,2.78,10.0,8.63,8.02,338.0,2.0,12.0,76.0,1.0,98.0,0.22,20.0,,31.0
도암만2_환경관리,2009-05-01,126.77222,34.45694,0,4.5,저층,447.0,32.81,16.05,2.28,14.4,8.63,8.02,301.0,1.0,12.0,78.0,,111.0,0.24,32.0,,51.0
도암만2_환경관리,2009-08-01,126.77222,34.45694,0,0.0,표층,358.0,30.01,22.71,7.51,12.4,8.3,7.98,516.0,5.0,1.0,34.0,1.0,49.0,1.15,10.0,,33.0
도암만2_환경관리,2009-08-01,126.77222,34.45694,0,4.4,저층,329.0,30.72,22.22,3.31,12.0,8.13,7.94,366.0,9.0,2.0,37.0,,56.0,0.5,10.0,,21.0
도암만2_환경관리,2009-11-01,126.77222,34.45694,0,0.0,표층,249.0,32.34,16.67,0.92,14.8,7.54,7.9,492.0,12.0,20.0,130.0,1.1,151.0,0.54,9.0,,38.0
도암만2_환경관리,2009-11-01,126.77222,34.45694,0,2.9,저층,302.0,32.41,16.33,1.05,21.2,7.58,7.9,492.0,12.0,16.0,110.0,,131.0,0.74,9.0,,42.0
동해연안1_연안,2009-02-01,129.135,37.53555556,0,0.0,표층,177.854,34.32,12.21,0.82,2.0,8.55369,8.27,321.712,5.193,14.565,92.63,12.0,100.416,0.602667,2.593,,26.86
동해연안1_연안,2009-02-01,129.135,37.53555556,0,20.0,저층,148.023,34.3,11.4,0.878,1.8,8.31695,8.27,398.024,5.18,8.502,93.099,,100.16,0.490667,1.881,,17.236
동해연안1_연안,2009-05-01,129.135,37.53555556,0,0.0,표층,148.673,34.1,14.21,1.386,3.4,9.29941,8.16,205.401,0.584,7.178,4.736,6.5,5.609,0.581333,0.289,,16.596
동해연안1_연안,2009-05-01,129.135,37.53555556,0,18.0,저층,169.658,34.07,12.88,2.76,5.6,8.10693,8.17,222.408,0.31,5.621,4.242,,5.508,0.645333,0.956,,19.373
동해연안1_연안,2009-08-01,129.135,37.53555556,0,0.0,표층,266.238,31.0,22.15,2.42,5.0,7.91903,8.15,153.605,2.411,2.3436,26.6322,6.5,30.0532,1.04533,1.01,,29.69
